,Homeowner,Number_of_Children,Income,Gender,Wealth,Avg_Home_Value,Median_Family_Income,Average_Family_Income,Number_of_Promotions,Lifetime_Gifts_TD,Max_Gifts_TD,Recent_Gift,Months_Since_Last_Donation,Timelag,Avg_Gift,Donor,Donation_Amt,Percent_Donation
3016,1,1,5,1,2,1007,502,515,82,95.0,5.0,5.0,37,9,3.5185185189999997,1,3.0,0.5825242718446602
3021,1,1,4,1,3,433,295,303,46,48.0,17.0,17.0,28,24,12.0,1,17.0,5.6105610561056105
3027,1,1,2,1,2,430,259,289,68,130.0,6.0,3.0,28,12,3.823529412,1,1.0,0.34602076124567477
3029,0,1,5,1,8,3781,611,666,45,290.0,50.0,50.0,33,9,32.22222222,1,20.0,3.003003003003003
3032,1,1,2,0,3,1137,324,352,120,389.0,30.0,26.0,37,4,22.88235294,1,31.0,8.806818181818182
3037,0,1,2,0,0,900,240,326,48,250.0,25.0,20.0,37,3,19.23076923,1,20.0,6.134969325153374
3038,1,1,4,1,9,856,518,563,69,174.0,15.0,13.0,37,5,9.666666667000001,1,15.0,2.664298401420959
3039,0,1,6,1,2,792,294,285,134,265.0,6.0,5.0,18,2,4.416666667,1,6.0,2.1052631578947367
3040,1,1,6,0,6,828,382,428,68,160.0,20.0,10.0,33,2,11.42857143,1,10.0,2.336448598130841
3044,0,1,5,1,1,647,288,320,75,119.0,20.0,20.0,36,6,8.5,1,20.0,6.25
3046,0,1,1,0,3,362,189,213,122,189.0,10.0,7.0,18,5,6.3,1,5.0,2.3474178403755865
3048,1,1,4,1,6,1022,463,519,58,120.0,13.0,11.0,34,10,8.571428571,1,9.0,1.7341040462427744
3051,0,1,7,1,1,426,200,245,66,93.0,12.0,12.0,29,9,7.75,1,11.0,4.489795918367347
3052,1,1,6,0,8,3386,750,761,22,20.0,15.0,15.0,37,9,10.0,1,20.0,2.628120893561104
3053,1,1,5,1,8,1195,537,571,55,76.0,10.0,10.0,35,9,7.6,1,15.0,2.626970227670753
3056,1,1,7,0,8,2512,638,718,37,67.0,9.0,9.0,29,9,6.7,1,13.0,1.8105849582172702
3057,0,1,2,1,5,2505,424,516,76,200.0,7.0,6.0,34,8,5.555555556,1,5.0,0.9689922480620154
3059,1,1,4,1,0,913,213,277,66,177.0,7.0,5.0,36,7,5.057142857,1,5.0,1.8050541516245486
3060,1,1,4,1,8,926,441,498,57,186.0,15.0,15.0,31,1,9.789473683999999,1,15.0,3.0120481927710845
3063,1,1,5,0,7,1311,456,466,55,135.0,14.0,10.0,31,6,11.25,1,12.0,2.575107296137339
3064,1,1,4,1,8,454,193,260,25,50.0,20.0,20.0,30,7,16.66666667,1,22.0,8.461538461538462
3066,1,1,6,1,9,904,495,571,87,203.0,5.0,2.0,28,3,3.222222222,1,2.0,0.3502626970227671
3067,1,1,7,1,5,738,187,292,54,78.0,11.0,6.0,30,12,5.571428571,1,5.0,1.7123287671232876
3069,0,1,2,1,8,411,249,300,27,29.0,10.0,10.0,29,4,4.833333333,1,5.0,1.6666666666666667
3071,0,1,3,1,6,946,492,519,104,295.0,30.0,25.0,19,13,22.69230769,1,25.0,4.8169556840077075
3072,1,1,4,0,6,665,356,364,74,166.0,20.0,10.0,33,1,9.764705882000001,1,20.0,5.4945054945054945
3076,1,1,4,1,8,3809,393,442,36,79.0,15.0,14.0,31,3,11.28571429,1,14.0,3.167420814479638
3077,1,1,4,1,7,1264,220,262,65,135.0,15.0,15.0,31,17,11.25,1,25.0,9.541984732824428
3078,1,1,7,1,8,639,302,346,16,20.0,20.0,20.0,37,5,20.0,1,20.0,5.780346820809249
3079,1,1,5,1,5,2580,435,503,43,55.0,17.0,17.0,33,13,11.0,1,16.0,3.180914512922465
3080,0,1,5,0,7,2098,510,523,56,73.0,15.0,15.0,37,6,7.3,1,20.0,3.824091778202677
3086,1,1,5,1,6,928,399,433,97,372.0,20.0,12.0,29,4,10.33333333,1,16.0,3.695150115473441
3087,1,1,4,0,8,444,203,228,37,62.0,7.0,5.0,29,5,5.6363636360000005,1,5.0,2.1929824561403506
3089,1,1,5,0,8,1360,409,442,22,34.0,12.0,12.0,32,4,11.33333333,1,17.0,3.8461538461538463
3091,1,1,4,1,7,547,202,259,68,492.0,60.0,50.0,31,5,44.72727273,1,25.0,9.652509652509652
3094,1,1,4,1,8,1864,428,460,25,47.0,11.0,5.0,30,4,6.714285714,1,7.0,1.5217391304347827
3096,1,1,3,1,2,669,206,241,65,82.0,11.0,10.0,32,4,6.833333333,1,10.0,4.149377593360995
3100,1,1,4,0,8,731,278,341,25,36.0,11.0,10.0,32,6,9.0,1,10.0,2.932551319648094
3101,1,1,2,1,7,1732,394,447,35,64.0,15.0,15.0,35,7,10.66666667,1,20.0,4.47427293064877
3102,1,1,7,1,8,2976,670,744,77,133.0,20.0,20.0,36,18,12.09090909,1,15.0,2.0161290322580645
3112,0,1,2,1,8,439,293,292,35,48.0,10.0,7.0,29,3,6.857142857,1,7.0,2.3972602739726026
3116,0,1,2,0,8,590,319,400,29,53.0,30.0,30.0,37,9,26.5,1,40.0,10.0
